trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
7.5664206,0.49556866,8.0,7.0,7.5664206642066425,7.7777777,0.41573972,8.0,7.0,7.777777777777778,None,7.7777777
7.588889,0.49203533,8.0,7.0,7.588888888888889,7.3333335,0.47140452,8.0,7.0,7.333333333333333,None,7.7777777
7.582255,0.49318773,8.0,7.0,7.582255083179297,7.3333335,0.47140452,8.0,7.0,7.333333333333333,None,7.7777777
23.872093,1.4571117,27.0,22.0,23.872093023255815,24.333334,1.8856181,27.0,23.0,24.333333333333332,-9.909462928771973,7.7777777
83.2,19.508972,150.0,61.0,83.2,98.0,0.0,98.0,98.0,98.0,-11.613948822021484,7.7777777
66.91936,1.5376812,69.0,64.0,66.91935483870968,68.0,0.0,68.0,68.0,68.0,-14.727904319763184,7.7777777
64.90625,1.6837342,68.0,62.0,64.90625,66.0,0.0,66.0,66.0,66.0,-15.975533485412598,7.7777777
70.75862,1.3039774,74.0,68.0,70.75862068965517,72.0,0.0,72.0,72.0,72.0,-13.79552173614502,7.7777777
62.666668,0.98984736,64.0,60.0,62.666666666666664,62.0,0.0,62.0,62.0,62.0,-13.557877540588379,7.7777777
64.28125,1.0226917,66.0,62.0,64.28125,65.0,0.0,65.0,65.0,65.0,-14.106120109558105,7.7777777
61.910446,0.9098359,64.0,60.0,61.91044776119403,62.5,0.5,63.0,62.0,62.5,-14.553627967834473,7.7777777
58.528572,0.8232588,60.0,57.0,58.52857142857143,60.0,0.0,60.0,60.0,60.0,-13.173273086547852,7.7777777
64.984375,0.94359994,67.0,63.0,64.984375,65.0,0.0,65.0,65.0,65.0,-15.13608455657959,7.7777777
67.491806,0.88007,69.0,66.0,67.49180327868852,68.0,0.0,68.0,68.0,68.0,-14.830334663391113,7.7777777
59.710144,0.6831608,61.0,59.0,59.710144927536234,60.0,0.0,60.0,60.0,60.0,-15.654083251953125,7.7777777
56.97222,0.78124225,58.0,55.0,56.97222222222222,57.0,1.0,58.0,56.0,57.0,-15.249824523925781,7.7777777
67.129036,0.9916404,69.0,65.0,67.12903225806451,68.0,0.0,68.0,68.0,68.0,-14.450325012207031,7.7777777
62.560608,0.9066888,64.0,61.0,62.56060606060606,62.0,0.0,62.0,62.0,62.0,-14.542632102966309,7.7777777
58.857143,0.81566304,60.0,57.0,58.857142857142854,58.5,0.5,59.0,58.0,58.5,-15.62509822845459,7.7777777
56.849316,0.77054036,58.0,55.0,56.84931506849315,56.5,0.5,57.0,56.0,56.5,-13.586270332336426,7.7777777
55.04,0.6621177,56.0,54.0,55.04,55.0,1.0,56.0,54.0,55.0,-13.830190658569336,7.7777777
60.04348,0.7696185,61.0,59.0,60.04347826086956,60.0,0.0,60.0,60.0,60.0,-14.207406044006348,7.7777777
59.07143,0.7619793,61.0,58.0,59.07142857142857,59.5,0.5,60.0,59.0,59.5,-13.873791694641113,7.7777777
56.260273,0.6199292,57.0,55.0,56.26027397260274,56.0,1.0,57.0,55.0,56.0,-14.840511322021484,7.7777777
57.180557,0.63083696,58.0,56.0,57.18055555555556,57.5,0.5,58.0,57.0,57.5,-14.648885726928711,7.7777777
63.307693,1.0064878,65.0,62.0,63.30769230769231,62.5,0.5,63.0,62.0,62.5,-13.272329330444336,7.7777777
60.661766,0.91732186,62.0,59.0,60.661764705882355,61.0,1.0,62.0,60.0,61.0,-14.5374116897583,7.7777777
58.15493,0.59689075,59.0,57.0,58.15492957746479,58.5,0.5,59.0,58.0,58.5,-14.146574020385742,7.7777777
79.26923,14.224998,142.0,69.0,79.26923076923077,70.0,0.0,70.0,70.0,70.0,-14.253348350524902,7.7777777
77.05556,0.55832636,78.0,76.0,77.05555555555556,77.0,0.0,77.0,77.0,77.0,-12.823294639587402,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-5.029842376708984,7.7777777
