trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
7.5664206,0.49556866,8.0,7.0,7.5664206642066425,7.7777777,0.41573972,8.0,7.0,7.777777777777778,None,7.7777777
7.588889,0.49203533,8.0,7.0,7.588888888888889,7.3333335,0.47140452,8.0,7.0,7.333333333333333,None,7.7777777
7.582255,0.49318773,8.0,7.0,7.582255083179297,7.3333335,0.47140452,8.0,7.0,7.333333333333333,None,7.7777777
35.938595,3.2613773,49.0,33.0,35.93859649122807,43.0,5.0,48.0,38.0,43.0,-10.407796859741211,7.7777777
15.560606,0.4963133,16.0,15.0,15.56060606060606,16.0,0.0,16.0,16.0,16.0,-17.09027671813965,7.7777777
38.26852,0.5019681,39.0,37.0,38.26851851851852,38.0,0.0,38.0,38.0,38.0,-19.227094650268555,7.7777777
40.205883,0.40434483,41.0,40.0,40.205882352941174,40.5,0.5,41.0,40.0,40.5,-20.031299591064453,7.7777777
40.0,0.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,-20.87824058532715,7.7777777
40.653465,0.47586596,41.0,40.0,40.65346534653465,40.5,0.5,41.0,40.0,40.5,-22.865358352661133,7.7777777
12.190476,0.45581403,13.0,11.0,12.19047619047619,12.166667,0.372678,13.0,12.0,12.166666666666666,-19.215839385986328,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-19.21170997619629,7.7777777
8.777302,0.57208323,9.0,7.0,8.777301927194861,8.875,0.3307189,9.0,8.0,8.875,-19.62002182006836,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.267654418945312,7.7777777
72.73684,1.6278963,75.0,69.0,72.73684210526316,74.0,0.0,74.0,74.0,74.0,-19.939903259277344,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.604265213012695,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.98922348022461,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.650114059448242,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.336965560913086,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.89797019958496,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.648693084716797,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.14916229248047,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.503093719482422,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.863691329956055,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.495563507080078,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.66079330444336,7.7777777
37.10811,2.2354689,44.0,32.0,37.108108108108105,37.5,0.5,38.0,37.0,37.5,-21.434036254882812,7.7777777
52.78205,2.8940587,62.0,48.0,52.782051282051285,51.0,1.0,52.0,50.0,51.0,-19.4444580078125,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.407438278198242,7.7777777
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-19.20364761352539,7.7777777
411.3,128.9,501.0,113.0,411.3,501.0,0.0,501.0,501.0,501.0,-20.169677734375,7.7777777
15.370787,14.129986,51.0,8.0,15.370786516853933,16.8,15.612816,48.0,8.0,16.8,-19.383251190185547,7.7777777
