trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Initial_DataCollection_AverageReturn
-414.26044,115.25726,-267.0808,-687.1149,78.82692307692308,-576.7074,0.0,-576.7074,-576.7074,64.0,-576.7074
-431.32516,119.09102,-231.24188,-698.48883,79.84615384615384,-666.6836,0.0,-666.6836,-666.6836,82.0,-576.7074
-128.45139,29.053768,-90.13381,-158.67896,999.0,-180.85693,0.0,-180.85693,-180.85693,999.0,-576.7074
-120.94808,9.038073,-105.075615,-131.36652,999.0,-116.69956,0.0,-116.69956,-116.69956,999.0,-576.7074
-165.91394,45.95166,-132.62509,-256.46982,981.6,-114.20224,0.0,-114.20224,-114.20224,999.0,-576.7074
-180.14348,46.069855,-132.23306,-272.23773,796.0,-186.30168,0.0,-186.30168,-186.30168,999.0,-576.7074
-138.46886,30.737282,-105.47231,-194.26682,846.4,-69.312996,0.0,-69.312996,-69.312996,999.0,-576.7074
-121.40189,46.456573,-82.13904,-210.46808,737.5,-199.8219,0.0,-199.8219,-199.8219,150.0,-576.7074
-118.92891,39.309547,-34.615093,-165.48363,529.0,-95.76117,0.0,-95.76117,-95.76117,999.0,-576.7074
-125.44983,61.662655,-55.23609,-238.08636,823.6,-50.144478,0.0,-50.144478,-50.144478,999.0,-576.7074
-65.53831,96.80449,119.76227,-158.45596,854.6,-61.241253,0.0,-61.241253,-61.241253,999.0,-576.7074
-62.431202,51.27345,36.4396,-109.03848,916.6,255.76863,0.0,255.76863,255.76863,493.0,-576.7074
-84.02982,16.390669,-57.547256,-104.579254,794.3333333333334,-97.86656,0.0,-97.86656,-97.86656,999.0,-576.7074
-79.88507,13.907346,-60.00458,-102.34362,999.0,188.73123,0.0,188.73123,188.73123,283.0,-576.7074
86.451996,93.47613,184.79001,-83.84211,471.77777777777777,167.87604,0.0,167.87604,167.87604,465.0,-576.7074
49.154346,109.4184,187.09605,-106.7135,696.5,-190.85812,0.0,-190.85812,-190.85812,861.0,-576.7074
-1.5547613,117.3132,157.2648,-132.45119,711.0,81.444595,0.0,81.444595,81.444595,941.0,-576.7074
-71.45836,35.484886,-24.669178,-118.94266,894.0,65.583694,0.0,65.583694,65.583694,408.0,-576.7074
-19.495508,47.30356,34.04956,-118.993614,707.5,-101.9247,0.0,-101.9247,-101.9247,999.0,-576.7074
82.40644,91.87305,202.07019,-124.55635,434.0,223.94516,0.0,223.94516,223.94516,309.0,-576.7074
53.088978,104.09233,185.98172,-120.42391,562.5,-44.093403,0.0,-44.093403,-44.093403,999.0,-576.7074
123.06348,101.95302,249.42773,-21.912285,526.875,169.93707,0.0,169.93707,169.93707,214.0,-576.7074
64.32273,108.52416,162.42926,-137.18535,587.2857142857143,211.30367,0.0,211.30367,211.30367,682.0,-576.7074
89.19332,121.685326,195.14009,-152.61609,514.125,189.98045,0.0,189.98045,189.98045,136.0,-576.7074
81.08578,112.31186,222.65875,-90.73688,459.77777777777777,100.26317,0.0,100.26317,100.26317,214.0,-576.7074
40.377678,151.65527,189.27646,-173.1693,653.8571428571429,-264.24234,0.0,-264.24234,-264.24234,888.0,-576.7074
154.53896,58.14006,225.27509,79.83591,484.22222222222223,233.08026,0.0,233.08026,233.08026,312.0,-576.7074
50.703667,246.82417,228.24323,-548.3269,576.875,-123.65616,0.0,-123.65616,-123.65616,999.0,-576.7074
76.581474,129.03462,175.94766,-198.18864,602.875,136.09033,0.0,136.09033,136.09033,506.0,-576.7074
35.47384,142.24397,207.46628,-118.91292,698.8333333333334,183.36111,0.0,183.36111,183.36111,305.0,-576.7074
73.52161,178.8475,234.38176,-266.40585,516.75,182.28485,0.0,182.28485,182.28485,449.0,-576.7074
71.609634,136.75168,240.69101,-155.66699,681.1428571428571,161.39731,0.0,161.39731,161.39731,339.0,-576.7074
176.95538,25.21304,222.71396,130.44386,465.44444444444446,198.93185,0.0,198.93185,198.93185,347.0,-576.7074
89.18014,130.22346,233.88582,-247.02893,317.57142857142856,249.8655,0.0,249.8655,249.8655,363.0,-576.7074
-22.45632,141.93076,182.93608,-182.86829,716.6666666666666,44.196045,0.0,44.196045,44.196045,504.0,-576.7074
-7.9813232,79.955986,152.49411,-83.18358,620.4285714285714,-87.492134,0.0,-87.492134,-87.492134,158.0,-576.7074
131.82787,117.00525,243.78618,-180.23643,273.88235294117646,170.846,0.0,170.846,170.846,366.0,-576.7074
101.70654,135.04408,216.06332,-180.88434,528.0,199.32907,0.0,199.32907,199.32907,538.0,-576.7074
144.33217,54.180103,203.58684,-13.085724,379.3636363636364,14.744503,0.0,14.744503,14.744503,906.0,-576.7074
-31.178553,76.31273,119.06785,-85.766815,957.6,205.88518,0.0,205.88518,205.88518,281.0,-576.7074
102.371605,89.00557,198.8215,-33.64372,652.5714285714286,-40.829433,0.0,-40.829433,-40.829433,999.0,-576.7074
88.45084,103.608315,191.54243,-80.29422,501.44444444444446,186.08687,0.0,186.08687,186.08687,588.0,-576.7074
103.39486,98.523026,199.09677,-82.70332,485.2,153.8063,0.0,153.8063,153.8063,219.0,-576.7074
137.92328,72.37337,218.85953,-39.961807,375.72727272727275,158.86293,0.0,158.86293,158.86293,207.0,-576.7074
151.39542,83.4835,237.68935,-76.52801,437.3,-113.53163,0.0,-113.53163,-113.53163,999.0,-576.7074
81.274994,127.71159,259.74896,-69.79,545.375,-51.0653,0.0,-51.0653,-51.0653,183.0,-576.7074
82.571075,133.47066,240.5409,-137.40674,231.38888888888889,138.76001,0.0,138.76001,138.76001,242.0,-576.7074
80.23051,112.88295,225.67432,-74.03284,303.6,-33.61035,0.0,-33.61035,-33.61035,82.0,-576.7074
109.340385,70.325134,198.61728,-50.23687,347.84615384615387,130.92809,0.0,130.92809,130.92809,62.0,-576.7074
80.136665,102.77785,231.51045,-81.99649,243.88235294117646,156.1679,0.0,156.1679,156.1679,94.0,-576.7074
113.76321,74.840805,209.5983,-10.671894,376.0833333333333,-25.411045,0.0,-25.411045,-25.411045,181.0,-576.7074
