trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
6.0816026,0.27375796,7.0,6.0,6.0816023738872405,6.090909,0.28747976,7.0,6.0,6.090909090909091,None,6.090909
6.093611,0.29128635,7.0,6.0,6.093610698365527,6.0,0.0,6.0,6.0,6.0,None,6.090909
42.319588,8.881286,89.0,29.0,42.31958762886598,39.0,4.0,43.0,35.0,39.0,-8.437338829040527,6.090909
33.080647,2.414996,39.0,28.0,33.08064516129032,32.0,0.0,32.0,32.0,32.0,-15.12479019165039,6.090909
266.5625,2.2629833,271.0,262.0,266.5625,265.0,0.0,265.0,265.0,265.0,-17.801284790039062,6.090909
126.72727,12.69281,142.0,106.0,126.72727272727273,137.0,0.0,137.0,137.0,137.0,-20.0223388671875,6.090909
150.14285,0.8329931,152.0,149.0,150.14285714285714,151.0,0.0,151.0,151.0,151.0,-20.084308624267578,6.090909
63.784615,0.6904248,65.0,63.0,63.784615384615385,65.0,0.0,65.0,65.0,65.0,-20.2061824798584,6.090909
27.863945,16.596304,43.0,8.0,27.86394557823129,25.0,17.0147,43.0,8.0,25.0,-21.437053680419922,6.090909
67.2623,0.43988228,68.0,67.0,67.26229508196721,67.0,0.0,67.0,67.0,67.0,-19.49925994873047,6.090909
129.09375,55.34119,301.0,60.0,129.09375,104.0,0.0,104.0,104.0,104.0,-17.403520584106445,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.50699234008789,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.780071258544922,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.034706115722656,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.767494201660156,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.613534927368164,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.564884185791016,6.090909
58.380283,0.89389473,61.0,56.0,58.38028169014085,58.0,2.0,60.0,56.0,58.0,-19.890533447265625,6.090909
50.280487,0.7534375,52.0,49.0,50.28048780487805,50.0,0.0,50.0,50.0,50.0,-18.97366714477539,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.329864501953125,6.090909
116.611115,18.425945,157.0,95.0,116.61111111111111,99.0,0.0,99.0,99.0,99.0,-19.775310516357422,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.614906311035156,6.090909
56.20548,1.8941793,63.0,53.0,56.205479452054796,58.0,0.0,58.0,58.0,58.0,-20.30190658569336,6.090909
53.415585,1.8400357,60.0,50.0,53.41558441558441,54.0,0.0,54.0,54.0,54.0,-20.004878997802734,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.805789947509766,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.70456314086914,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.269989013671875,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.344234466552734,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.71630859375,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.153785705566406,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.031341552734375,6.090909
