trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
7.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,None,7.0
7.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,None,7.0
7.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,None,7.0
21.835106,1.0566112,24.0,20.0,21.835106382978722,21.333334,0.4714045,22.0,21.0,21.333333333333332,-11.290437698364258,7.0
32.31496,0.9857311,35.0,30.0,32.31496062992126,32.0,0.8164966,33.0,31.0,32.0,-17.720619201660156,7.0
143.51724,15.309724,188.0,122.0,143.51724137931035,163.0,0.0,163.0,163.0,163.0,-17.08099365234375,7.0
46.909092,1.284845,50.0,44.0,46.90909090909091,48.0,0.0,48.0,48.0,48.0,-18.257184982299805,7.0
52.923077,1.8170787,58.0,49.0,52.92307692307692,53.5,0.5,54.0,53.0,53.5,-18.230863571166992,7.0
49.614456,1.6706635,54.0,47.0,49.6144578313253,48.5,1.5,50.0,47.0,48.5,-16.446842193603516,7.0
45.307693,3.681532,64.0,42.0,45.30769230769231,44.0,0.0,44.0,44.0,44.0,-18.494279861450195,7.0
90.76087,0.982118,92.0,89.0,90.76086956521739,89.0,0.0,89.0,89.0,89.0,-19.073877334594727,7.0
66.16129,10.278687,91.0,48.0,66.16129032258064,69.0,0.0,69.0,69.0,69.0,-18.370901107788086,7.0
138.53334,40.753513,240.0,80.0,138.53333333333333,112.0,0.0,112.0,112.0,112.0,-18.30865478515625,7.0
92.68889,6.8176966,118.0,80.0,92.68888888888888,88.0,0.0,88.0,88.0,88.0,-18.292144775390625,7.0
69.72881,3.8304334,88.0,64.0,69.72881355932203,75.0,0.0,75.0,75.0,75.0,-18.34371566772461,7.0
73.44643,11.205738,87.0,47.0,73.44642857142857,73.0,0.0,73.0,73.0,73.0,-18.11834144592285,7.0
108.97369,6.4419956,124.0,98.0,108.97368421052632,100.0,0.0,100.0,100.0,100.0,-17.75174331665039,7.0
193.95454,21.410442,262.0,167.0,193.95454545454547,202.0,0.0,202.0,202.0,202.0,-18.77662467956543,7.0
53.115383,1.8465544,59.0,50.0,53.11538461538461,52.0,1.0,53.0,51.0,52.0,-18.771100997924805,7.0
54.513157,1.3716437,58.0,52.0,54.51315789473684,55.0,1.0,56.0,54.0,55.0,-17.50746726989746,7.0
243.35294,17.19419,287.0,210.0,243.35294117647058,213.0,0.0,213.0,213.0,213.0,-18.494779586791992,7.0
44.451614,0.61375165,47.0,44.0,44.45161290322581,44.0,0.0,44.0,44.0,44.0,-17.614303588867188,7.0
68.4,0.77888805,71.0,67.0,68.4,68.0,0.0,68.0,68.0,68.0,-17.948612213134766,7.0
100.21951,0.89748144,102.0,99.0,100.21951219512195,101.0,0.0,101.0,101.0,101.0,-20.08061981201172,7.0
220.63158,1.1792294,223.0,219.0,220.6315789473684,222.0,0.0,222.0,222.0,222.0,-20.10447120666504,7.0
166.96,1.7771889,170.0,164.0,166.96,167.0,0.0,167.0,167.0,167.0,-19.1849422454834,7.0
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-20.819486618041992,7.0
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.62033462524414,7.0
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-21.911649703979492,7.0
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-23.23902130126953,7.0
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-23.409839630126953,7.0
