trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
7.3662477,0.4817783,8.0,7.0,7.36624775583483,7.111111,0.31426966,8.0,7.0,7.111111111111111,None,7.111111
7.360862,0.4802505,8.0,7.0,7.360861759425494,7.2222223,0.41573972,8.0,7.0,7.222222222222222,None,7.111111
7.395307,0.48891652,8.0,7.0,7.3953068592057765,7.4444447,0.496904,8.0,7.0,7.444444444444445,None,7.111111
42.371136,2.2027142,48.0,38.0,42.371134020618555,43.0,3.0,46.0,40.0,43.0,-9.40404987335205,7.111111
15.317164,0.46537197,16.0,15.0,15.317164179104477,15.6,0.48989797,16.0,15.0,15.6,-15.742870330810547,7.111111
70.98276,2.7698586,77.0,67.0,70.98275862068965,68.0,0.0,68.0,68.0,68.0,-17.664316177368164,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.250736236572266,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.142892837524414,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.213451385498047,7.111111
41.877552,0.658776,43.0,41.0,41.87755102040816,41.5,0.5,42.0,41.0,41.5,-19.567501068115234,7.111111
62.257576,0.8404653,64.0,61.0,62.25757575757576,62.0,0.0,62.0,62.0,62.0,-18.34505271911621,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-17.4307804107666,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.376182556152344,7.111111
127.36364,1.1232578,129.0,125.0,127.36363636363636,126.0,0.0,126.0,126.0,126.0,-18.818099975585938,7.111111
159.3077,1.2331707,161.0,157.0,159.30769230769232,159.0,0.0,159.0,159.0,159.0,-18.871871948242188,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.731998443603516,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.90039825439453,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-19.37612533569336,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.624879837036133,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-18.57562255859375,7.111111
212.85,32.556526,295.0,189.0,212.85,204.0,0.0,204.0,204.0,204.0,-20.05335807800293,7.111111
185.95653,65.645615,335.0,84.0,185.95652173913044,150.0,0.0,150.0,150.0,150.0,-20.388626098632812,7.111111
489.77777,31.741238,501.0,400.0,489.77777777777777,175.0,0.0,175.0,175.0,175.0,-19.85710906982422,7.111111
165.2,18.410866,217.0,140.0,165.2,156.0,0.0,156.0,156.0,156.0,-19.85480499267578,7.111111
210.9,101.147865,501.0,102.0,210.9,164.0,0.0,164.0,164.0,164.0,-18.66156578063965,7.111111
329.23077,123.01666,501.0,136.0,329.2307692307692,79.0,0.0,79.0,79.0,79.0,-19.408966064453125,7.111111
127.06061,90.750725,353.0,55.0,127.06060606060606,101.0,0.0,101.0,101.0,101.0,-19.990211486816406,7.111111
74.63636,19.366669,150.0,54.0,74.63636363636364,62.5,7.5,70.0,55.0,62.5,-19.81235694885254,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-19.97699546813965,7.111111
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-19.312498092651367,7.111111
124.30303,42.329506,208.0,92.0,124.3030303030303,183.0,0.0,183.0,183.0,183.0,-19.67903709411621,7.111111
