trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Initial_DataCollection_AverageReturn
-52.736034,108.76791,132.19655,-195.64433,761.8333333333334,-69.21935,0.0,-69.21935,-69.21935,999.0,-1102.9303
23.846964,133.0496,219.69882,-127.93038,683.6666666666666,225.74847,0.0,225.74847,225.74847,374.0,-1102.9303
13.234273,108.9562,232.37256,-80.401764,758.5,-72.16835,0.0,-72.16835,-72.16835,364.0,-1102.9303
32.65424,77.76953,142.51434,-68.51281,767.1666666666666,147.529,0.0,147.529,147.529,196.0,-1102.9303
66.67552,122.45911,198.62218,-121.12976,468.0,2.1033478,0.0,2.1033478,2.1033478,285.0,-1102.9303
-31.85485,121.26516,181.08978,-261.79047,158.7037037037037,216.05844,0.0,216.05844,216.05844,914.0,-1102.9303
-10.415907,85.416695,178.38559,-67.21951,770.3333333333334,-35.98944,0.0,-35.98944,-35.98944,999.0,-1102.9303
77.68891,114.76271,198.90921,-110.07541,457.0,-42.127182,0.0,-42.127182,-42.127182,999.0,-1102.9303
7.1880445,114.83219,200.95255,-116.91834,853.2,-68.17383,0.0,-68.17383,-68.17383,999.0,-1102.9303
2.3730578,92.334305,166.7637,-112.55549,586.1428571428571,-93.74279,0.0,-93.74279,-93.74279,999.0,-1102.9303
