trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
6.0816026,0.27375796,7.0,6.0,6.0816023738872405,6.090909,0.28747976,7.0,6.0,6.090909090909091,None,6.090909
6.093611,0.29128635,7.0,6.0,6.093610698365527,6.0,0.0,6.0,6.0,6.0,None,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-14.987597465515137,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-18.97871971130371,6.090909
254.76471,3.842937,266.0,248.0,254.76470588235293,251.0,0.0,251.0,251.0,251.0,-18.999919891357422,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.733163833618164,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.52764892578125,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.968002319335938,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.281030654907227,6.090909
244.70589,56.565178,301.0,179.0,244.7058823529412,293.0,0.0,293.0,293.0,293.0,-19.550704956054688,6.090909
168.08,2.869425,178.0,164.0,168.08,167.0,0.0,167.0,167.0,167.0,-18.939939498901367,6.090909
148.58621,70.21961,301.0,62.0,148.58620689655172,105.0,0.0,105.0,105.0,105.0,-19.212581634521484,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-20.01376724243164,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.144643783569336,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-18.910964965820312,6.090909
148.57143,75.733284,301.0,64.0,148.57142857142858,287.0,0.0,287.0,287.0,287.0,-19.2735595703125,6.090909
124.90909,27.398699,212.0,73.0,124.9090909090909,101.0,0.0,101.0,101.0,101.0,-20.174095153808594,6.090909
129.4375,27.892582,237.0,116.0,129.4375,301.0,0.0,301.0,301.0,301.0,-19.25664520263672,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.977750778198242,6.090909
107.666664,0.6132441,109.0,106.0,107.66666666666667,107.0,0.0,107.0,107.0,107.0,-19.039016723632812,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.43868064880371,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.472944259643555,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.907461166381836,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.47638702392578,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.28115463256836,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.635570526123047,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.850383758544922,6.090909
241.41176,90.68112,301.0,43.0,241.41176470588235,301.0,0.0,301.0,301.0,301.0,-19.365509033203125,6.090909
287.06668,52.13376,301.0,92.0,287.06666666666666,301.0,0.0,301.0,301.0,301.0,-19.968441009521484,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.516765594482422,6.090909
301.0,0.0,301.0,301.0,301.0,301.0,0.0,301.0,301.0,301.0,-19.703554153442383,6.090909
