trainer/Eval_AverageReturn,trainer/Eval_StdReturn,trainer/Eval_MaxReturn,trainer/Eval_MinReturn,trainer/Eval_AverageEpLen,trainer/Train_AverageReturn,trainer/Train_StdReturn,trainer/Train_MaxReturn,trainer/Train_MinReturn,trainer/Train_AverageEpLen,trainer/Training Loss,trainer/Initial_DataCollection_AverageReturn
5.1624684,2.5512486,18.0,3.0,5.162468513853904,5.4166665,2.8710723,12.0,3.0,5.416666666666667,None,5.4166665
5.2391305,2.816712,24.0,3.0,5.239130434782608,4.4666667,1.407914,7.0,3.0,4.466666666666667,None,5.4166665
5.0455666,2.4990919,17.0,3.0,5.045566502463054,5.230769,2.749933,13.0,3.0,5.230769230769231,None,5.4166665
43.93617,12.840105,103.0,24.0,43.93617021276596,55.0,5.0,60.0,50.0,55.0,-10.056272506713867,5.4166665
85.38776,23.393541,162.0,52.0,85.38775510204081,67.5,6.5,74.0,61.0,67.5,-16.446687698364258,5.4166665
96.558136,20.118605,178.0,68.0,96.55813953488372,82.0,0.0,82.0,82.0,82.0,-18.305570602416992,5.4166665
110.86487,24.056421,188.0,82.0,110.86486486486487,88.0,0.0,88.0,88.0,88.0,-18.55511474609375,5.4166665
118.6,24.326588,202.0,81.0,118.6,107.0,0.0,107.0,107.0,107.0,-18.24180030822754,5.4166665
113.51351,25.574081,230.0,90.0,113.51351351351352,91.0,0.0,91.0,91.0,91.0,-17.92145347595215,5.4166665
141.7,30.084494,226.0,106.0,141.7,118.0,0.0,118.0,118.0,118.0,-18.199548721313477,5.4166665
96.790695,7.574615,116.0,85.0,96.79069767441861,101.0,0.0,101.0,101.0,101.0,-17.71378517150879,5.4166665
85.6875,5.3078413,98.0,75.0,85.6875,84.0,0.0,84.0,84.0,84.0,-16.5294246673584,5.4166665
112.02702,24.593437,226.0,88.0,112.02702702702703,91.0,0.0,91.0,91.0,91.0,-16.862091064453125,5.4166665
77.28302,2.9739587,85.0,71.0,77.28301886792453,70.0,0.0,70.0,70.0,70.0,-14.51096248626709,5.4166665
115.22222,13.59557,148.0,93.0,115.22222222222223,102.0,0.0,102.0,102.0,102.0,-13.975488662719727,5.4166665
95.48837,9.580436,119.0,82.0,95.48837209302326,108.0,0.0,108.0,108.0,108.0,-13.732852935791016,5.4166665
101.756096,16.289724,145.0,80.0,101.7560975609756,109.0,0.0,109.0,109.0,109.0,-14.325636863708496,5.4166665
137.46666,22.499977,182.0,105.0,137.46666666666667,111.0,0.0,111.0,111.0,111.0,-13.62149429321289,5.4166665
132.28125,6.256169,145.0,120.0,132.28125,140.0,0.0,140.0,140.0,140.0,-13.849906921386719,5.4166665
138.7,8.8134365,159.0,123.0,138.7,141.0,0.0,141.0,141.0,141.0,-13.261331558227539,5.4166665
206.6,12.076423,238.0,179.0,206.6,236.0,0.0,236.0,236.0,236.0,-13.202163696289062,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-13.540027618408203,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.491665840148926,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.797072410583496,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-13.121563911437988,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.81304931640625,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.808195114135742,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.575606346130371,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.72634220123291,5.4166665
129.09375,3.851618,141.0,121.0,129.09375,123.0,0.0,123.0,123.0,123.0,-11.942333221435547,5.4166665
501.0,0.0,501.0,501.0,501.0,501.0,0.0,501.0,501.0,501.0,-12.416816711425781,5.4166665
